id,name,category,description_full,summary,tags_csv,lat,lng,address,price_level,website,phone,picture_url,source,source_url,processing_status,published_at,updated_at,ai_verified,ai_verification_date
295,Onggi,Restaurant,,"A charming café with a focus on quality coffee and freshly baked pastries creates a warm atmosphere for art lovers. The space often showcases local artwork, making it a vibrant spot to relax or work. Friendly baristas provide personalized service to enhance the experience.","café,coffee,pastries,art",13.720506499999999,100.53024429999999,"Level 55, EA, Empire Tower, 1 S Sathon Rd, Khwaeng Yan Nawa, Khet Sathon, Krung Thep Maha Nakhon 10120, Thailand",,,,,timeout,https://www.timeout.com/bangkok/restaurants/onggi-at-the-empire,summarized,,2025-09-07T16:41:35,,
296,Nobu,Restaurant,,"An upscale restaurant offering exquisite Japanese-Peruvian cuisine, Nobu is known for its signature dishes like black cod miso. The sophisticated ambiance makes it a great spot for special occasions or an elegant night out. Unique decor and attentive service enhance the dining experience.","restaurant,Japanese,fine dining",13.720467999999999,100.5301468,"57-58 fl, The Empire, 1 S Sathon Rd, Khwaeng Yan Nawa, Khet Sathon, Krung Thep Maha Nakhon 10120, Thailand",,,,,timeout,https://www.timeout.com/bangkok/restaurants/nobu,summarized,,2025-09-07T16:41:36,,
297,OXBO Bangkok,Restaurant,,"A vibrant restaurant specializing in seasonal and international cuisine offers a dynamic menu that changes with the seasons. Guests can expect a fresh take on classic dishes, all made from locally sourced ingredients. The open kitchen design allows diners to watch chefs at work, enhancing the dining experience.","restaurant,seasonal,international cuisine",13.728763299999999,100.5113166,"3rd floor, 123 Charoen Nakhon Rd, Khwaeng Khlong Ton Sai, Khet Khlong San, Krung Thep Maha Nakhon 10600, Thailand",,,,,timeout,https://www.timeout.com/bangkok/restaurants/oxbo-bangkok,summarized,,2025-09-07T16:41:36,,
298,Copine,Restaurant,,"A modern café offering a selection of artisanal pastries and specialty coffee. The inviting atmosphere is perfect for casual meet-ups or quiet work sessions. Unique artwork by local artists adorns the walls, enhancing the creative vibe.","café,artisanal,coffee,pastries",13.7190975,100.5283046,"58 Soi Sathon 9, Khwaeng Yan Nawa, Khet Sathon, Krung Thep Maha Nakhon 10120, Thailand",,,,,timeout,https://www.timeout.com/bangkok/restaurants/copine,summarized,,2025-09-07T16:41:37,,
299,Pizza Studio Tamaki,Restaurant,,"A vibrant pizzeria offers a build-your-own pizza experience with fresh ingredients and creative toppings. Perfect for casual dining, the space is designed for both quick bites and relaxed meals. A unique feature includes an open kitchen where guests can watch their pizzas being made.","pizza,casual dining,build-your-own",13.7327794,100.57666839999999,"PHMG+4PR Town Hall, Sukhumvit 49, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",,,,,timeout,https://www.timeout.com/bangkok/restaurants/pizza-studio-tamaki,summarized,,2025-09-07T16:41:37,,
300,BANG,Restaurant,,"A vibrant bar with a lively atmosphere, offering an extensive selection of craft cocktails and local beers. Perfect for social gatherings, the space features unique decor and frequent live music events. Enjoy a welcoming vibe that encourages mingling and relaxation.","bar,craft cocktails,live music",13.7633678,100.4941358,"45, 1 Thanon Phra Athit, Khwaeng Chana Songkhram, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200, Thailand",,,,,timeout,https://www.timeout.com/bangkok/restaurants/bang,summarized,,2025-09-07T16:41:38,,
301,Samsara Cafe & Meal,Bar,"Located in Song Wat Road, Samsara Cafe feels like one of those secret spots only locals know about. The wooden deck juts out right over the river, so you’re practically sitting on the water. This is one of the most peaceful sunset spots in town. Samsara’s menu features everything from Thai comfort food to craft beers, making it the perfect laid-back evening hangout. Song Wat Rd, Samphanthawong. 086-978-9331. Open daily 5pm-12am. Closed Monday.","A hidden gem along the river, this café offers a serene atmosphere perfect for unwinding at sunset. The diverse menu features Thai comfort food and craft beers, ideal for a casual evening. With its wooden deck extending over the water, the setting enhances every meal.","café,Thai food,craft beer,river view",13.7357622,100.5101271,"1612 Song Wat Rd, Khwaeng Samphanthawong, Khet Samphanthawong, Krung Thep Maha Nakhon 10100, Thailand",PRICE_LEVEL_MODERATE,,,https://media.timeout.com/images/106250995/image.jpg,timeout,https://www.timeout.com/bangkok/restaurants/samsara-cafe-meal,summarized,,2025-09-07T16:41:39,,
302,Custard Nakamura,Restaurants,"A staple in Phrom Phong for nearly three decades, Custard Nakamura is a Japanese-style bakery that constantly draws crowds. A franchise from Ichikawa, Chiba, Japan, this bakery prides itself on using imported Japanese ingredients, ensuring a distinct taste that sets it apart from other bakeries in Bangkok. While it offers a variety of sweet and savoury pastries, the standout items include a minced pork sandwich featuring a crispy fried pork cutlet nestled between two slices of fluffy white bread, and strawberry sandwich, which perfectly balances freshness and sweetness. Despite its popularity, the bakery remains relatively affordable, making it a must-visit spot for locals and tourists. Sukhumvit 33/1, Khlong Tan Nuea, Bangkok. 02-259-9630. Open daily 9am-9pm.","A popular Japanese-style bakery in Phrom Phong, this venue offers a unique taste with imported ingredients. Standout items include a crispy fried pork cutlet sandwich and a refreshing strawberry sandwich. Affordable prices make it an inviting spot for both locals and tourists.","bakery,Japanese,affordable",13.7323723,100.5684311,"595/2 Soi Sukhumvit 33/1, เเขวง คลองตันเหนือ Watthana, Krung Thep Maha Nakhon 10110, Thailand",PRICE_LEVEL_MODERATE,,,https://media.timeout.com/images/106262740/image.jpg,timeout,https://www.timeout.com/bangkok/restaurants/custard-nakamura,summarized,,2025-09-06T11:27:55,,
303,Unatoto Thailand,Restaurant,"Unatoto Thailand is not just another Japanese eatery – it’s the first international branch of a beloved chain with 20 locations across Japan. Staying true to its roots, Unatoto delivers the same authentic flavours and dining experience as its Japanese counterparts. What truly sets Unatoto apart is its signature grilling technique, which uses a special charcoal stove to infuse the eel with a rich, smokey aroma while achieving a perfectly tender texture. To ensure authenticity, both the eel and seasonings are imported directly from Japan. Diners can savour a variety of cuts and preparation styles, each capturing the essence of a traditional Japanese eel feast. 591, 11-12 Sukhumvit Rd, Khlong Tan Nuea, Bangkok. 088-575-8788. Open daily 10am-9pm.","A unique Japanese restaurant, this venue specializes in authentic eel dishes prepared using a traditional charcoal grilling technique. Importing both eel and seasonings from Japan ensures a genuine dining experience. Perfect for those seeking rich flavors, the ambiance reflects a true taste of Japanese culture.","Japanese,eel,grilling,authentic",13.7324878,100.567956,"591, 11-12 Sukhumvit Rd, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",PRICE_LEVEL_MODERATE,,,https://media.timeout.com/images/106262722/image.jpg,timeout,https://www.timeout.com/bangkok/restaurants/unatoto-thailand,summarized,,2025-09-07T16:41:39,,
304,Unbirthday Cafe,Restaurant,"Found in the Mapengseng apartment building, Unbirthday Café has been a quiet yet consistent presence in Phrom Phong for more than five years. The creation of the team behind Dandelion, it offers a thoughtful take on minimalist, everyday desserts. The name reflects the philosophy that one shouldn’t need a birthday as an excuse to enjoy cake. Each dessert is meticulously crafted, balancing sophistication and warmth. The presentation, from cakes to the thoughtfully curated tableware, adds to the charm, making it an inviting space for those seeking a relaxed yet refined dessert experience. 2/F Mapengseng Apt. 14 Sukhumvit 31, Khlong Tan Nuea, Bangkok. 085-145-3181. Open daily 8am-7pm.",A minimalist café tucked inside the Mapengseng apartment building offers a serene atmosphere for dessert lovers. Specialties include meticulously crafted cakes that invite indulgence without the need for a special occasion. Thoughtful presentation and curated tableware enhance the inviting charm of this refined spot.,"café,desserts,minimalist",13.7352658,100.5667797,"2c Apartment Mapengseng 14 Sukhumvit 31, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",PRICE_LEVEL_MODERATE,,,https://media.timeout.com/images/106262725/image.jpg,timeout,https://www.timeout.com/bangkok/restaurants/unbirthday-cafe,summarized,,2025-09-07T16:41:40,,
305,Larder BKK,Restaurant,"Larder is where Bangkok’s off-duty chefs and food obsessives sneak off to when they want to eat like civilians. It’s low-key industrial with a clean aesthetic, but the food is quietly high-performance. Nothing screams for attention, but everything, from the sourdough tuna sandwich to the house-made focaccia, has that we-actually-care-about-technique energy. Tuna 3000 is a standout: sourdough topped with tartar sauce, soft-boiled egg, and tuna, served with a side of chips. Breakfast sets feel like they’ve gone through R&D. Guests can also choose from a variety of fresh pastries. If you’re a brunch purist who still wants to be surprised, come here. 31/2 Phrom Chai Alley, Khlong Tan Nuea, Watthana. 093-009-4494. Open daily 8am-5pm.","A low-key café in Bangkok attracts chefs and food lovers seeking quality brunch. Fresh pastries and dishes like the Tuna 3000 showcase a commitment to technique without fuss. The clean, industrial space enhances the relaxed vibe for casual dining.","café,brunch,pastries,Bangkok",13.734960099999999,100.57098459999999,"31/2 Soi Phrom Chai, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",,,,https://media.timeout.com/images/106274349/image.jpg,timeout,https://www.timeout.com/bangkok/restaurants/larder-bkk,summarized,,2025-09-07T16:41:41,,
306,Butterbear,Restaurant,"Butterbear, the mascot of Butterbear Café, has transcended its role as a simple dessert shop character to become a full-fledged pop culture icon. Initially part of the Coffee Beans by Dao chain, Butterbear gained widespread recognition because of its endearing design and viral social media presence, particularly among Chinese tourists. The brainchild of Boom Thanawan, daughter of Coffee Beans by Dao’s founder, Butterbear has even ventured into the T-pop industry with singles that have expanded its fan base. Ultra-fans can meet the character in person at the Butterbear shop at the ground floor of Emsphere, where scheduled appearances take place every Friday, Saturday and Sunday. G/F Emsphere, Sukhumvit Rd, Khlong Tan, Bangkok. 082-930-6333. Open daily 10am-9pm.","A vibrant café, Butterbear offers a delightful range of desserts with a unique pop culture twist. Fans can meet the adorable mascot during scheduled appearances on weekends, making it a fun spot for social media enthusiasts. Set in Emsphere, the café's playful atmosphere attracts both locals and tourists alike.","café,desserts,pop culture",13.732239199999999,100.5668772,"G Floor, Sukhumvit Rd, Khwaeng Khlong Tan, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",,,,https://media.timeout.com/images/106262737/image.jpg,timeout,https://www.timeout.com/bangkok/restaurants/butterbear,summarized,,2025-09-07T16:41:41,,
307,Golden State Vegan,Restaurant,"What is it?: A Japanese/Californian fusion restaurant with a cocktail bar and DJ deck that gets livelier by the hour as the evening progresses. Why we love it?: No artificial meats are used and the sauces are all imagined in house in this third floor shophouse walk-up, as they constantly dabble with the perfect way to enhance the mostly Californian sushi-oriented menu plates, each as colourfully presented as the decor. This is some of the finest vegan comfort food in the city and the laid back vibe totally matches partners, Oranan and Erics’, views on life in general, and that is to have fun and to take care of those around you. WTF sushi rolls will knock your socks off as the mango chili dressing needs the wasabi side to cool it down. The quinoa-based burger offering comes in the softest of buns, house ketchup and mayonnaise, plus skinny fries as good as they get. There is a limited selection of six well-chosen wines and a bar team that mixes all of the cocktail favourites. Live music is offered on some evenings, so check out their social pages for information. Time Out tip: Oranan also runs Hidden Closet, one of the best female sex toy and fetish-oriented businesses in town with a shop tucked away behind the restaurant.. She and her team are always happy to show you around and let you sample the goods, if that’s your thing.","A vibrant Japanese-Californian fusion restaurant, this spot serves innovative vegan sushi and comfort food in a lively atmosphere. Specialties include unique WTF sushi rolls and a quinoa burger, all enhanced by house-made sauces. Live music and craft cocktails add to its dynamic vibe, making it perfect for an evening out.","vegan,fusion,sushi,cocktails,live music",13.7319479,100.5678647,"3rd Floor RR Space, Soi Sukhumvit 33, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",,,,https://media.timeout.com/images/106265374/image.jpg,timeout,https://www.timeout.com/bangkok/restaurants/golden-state-vegan,summarized,,2025-09-07T16:41:42,,
308,(un)FASHION District S39,Restaurant,"More than a cafe and probably Phrom Phong’s best-kept style secret, (un)FASHION District S39 combines coffee culture, culinary treats and eclectic shopping in an inviting shaded setting. The laid-back atmosphere helps to attract a bohemian mix of coffee lovers, foodies and vintage enthusiasts, all of whom can browse through a selection of pre-loved shoes, bags, and accessories and then enjoy a carefully brewed cup of coffee or a delicious meal. The wooden interiors, accented by warm lighting, enhances the cosy ambiance, making it a great place to relax individually or socialise at leisure with friends. 19, 5 Sukhumvit 39, Khlong Tan Nuea, Bangkok. 080-446-1650. Open daily 10am-8.30pm.","A cozy café blends coffee culture with culinary delights and vintage shopping in a shaded setting. Bohemian vibes attract coffee lovers and foodies alike, who can browse pre-loved accessories while enjoying a crafted brew or meal. The warm wooden interiors create an inviting atmosphere for relaxation or socializing.","café,coffee,vintage,foodie",13.7334476,100.5708488,"19, 5 Soi Sukhumvit 39, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",PRICE_LEVEL_MODERATE,,,https://media.timeout.com/images/106262747/image.jpg,timeout,https://www.timeout.com/bangkok/restaurants/un-fashion-district-s39,summarized,,2025-09-07T16:41:43,,
309,Bar.Yard,Rooftop,"Bar.Yard should be no stranger to folks who know Bangkok’s nightlife scene or fans of rooftop bars. This is the third year in a row the venue has earned the top spot from the BAD Awards voting panel in the rooftop bar category, and that’s largely because the venue keeps refining its best-in-class formula. This year, it launched an all-new line-up of weekly parties called “Nights at the Yard”, creating a good mixture of vibes and energy levels here with everything from ladies nights to more off-the-cuff parties and cosmopolitan dance-offs. Combine that with the already good food and drink and you have a home run yet again.","A vibrant rooftop venue, this spot is known for its lively atmosphere and diverse weekly parties. Specialty cocktails and delicious bites complement the energetic vibe, making it ideal for socializing and dancing. With panoramic views of Bangkok, the setting enhances every experience.","rooftop,nightlife,cocktails",13.7374574,100.5438011,"Kimpton Maa-Lai Bangkok, 78 Soi Ton Son, Khwaeng Lumphini, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",,,,,bk_magazine,https://bk.asia-city.com/nightlife/article/bangkoks-best-rooftop-bars#Bar.Yard,summarized,,2025-09-08T05:59:05.035009,,
310,Nobu Rooftop,Rooftop,"Nobu Bangkok was one of the most highly anticipated openings of 2024, commanding a large media junket and acting as the main promotional vehicle for the larger EA Rooftop launch at the top of Empire Tower. While the restaurant takes up most of the limelight, the open-air rooftop bar area has quietly stolen the show, and our panelists agreed. Completely booked nearly every night, what the bar area lacks in raw mixologist firepower it more than makes up for with some of the most insane 360-degree views you find in the city.","A vibrant rooftop bar, this spot offers stunning 360-degree views of the city. Known for its lively atmosphere, it attracts crowds almost every night despite a simpler cocktail menu. Perfect for unwinding with friends after a long day, the ambience is truly captivating.","bar,rooftop,views,cocktails",13.720467999999999,100.5301468,"57-58 fl, The Empire, 1 S Sathon Rd, Khwaeng Yan Nawa, Khet Sathon, Krung Thep Maha Nakhon 10120, Thailand",,,,,bk_magazine,https://bk.asia-city.com/nightlife/article/bangkoks-best-rooftop-bars#Nobu_Rooftop,summarized,,2025-09-08T05:59:10.783068,,
311,Finalist: Penthouse Bar + Grill,Rooftop,"ThreeSixty Rooftop BarPhoto: ThreeSixty Rooftop Bar / FacebookPerched on the 32nd floor of the Millennium Hilton, ThreeSixty Rooftop Bar lives up to its name with sweeping 360-degree views over the Chao Phraya River that are hard to match. Whether you're lounging near the helipad or tucked into one of the sofas under the stars, it’ll be hard to match the vibes here on this side of the river. The sunset scene pairs well with a French 75—a crisp mix of gin, lemon, and sparkling wine—or the Grand Cosmopolitan, made with Absolut Elyx and Grand Marnier for a smooth, citrus-forward sip. The classic cocktail list covers all the bases, and a solid Champagne selection will help you turn up the celebration when needed. DJs, garden accents, and a cool-as-hell helipad help to take this rooftop spot over the edge. ThreeSixty Rooftop Bar,  Millennium Hilton Bangkok, 123 Charoen Nakhon Rd, .  daily 5pm-1am.","Perched on the 32nd floor, this rooftop bar offers stunning 360-degree views of the Chao Phraya River. Signature cocktails like the French 75 and a vibrant atmosphere with DJs create an unforgettable experience. Perfect for sunset lounging or celebrating under the stars.","rooftop,cocktails,bars,live music",13.743898000000002,100.54706,"34th - 36th Floor, Park Hyatt Bangkok, 88 ถ. วิทยุ แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330, Thailand",,,,,bk_magazine,https://bk.asia-city.com/nightlife/article/bangkoks-best-rooftop-bars#Finalist:_Penthouse_Bar_+_Grill,summarized,,2025-09-08T05:59:17.998670,,
312,Finalist: Com’On Bar,Bar,"One of the youngest entries to crack this list in years, opening in just 2023, Com’On Bar’s location just on the outskirts of the city’s old town keeps it far away from the gleaming high rises of the business districts, allowing its perch on the seventh floor to offer 270-degree views of the surrounding area, which the bar team gives nods too through their area-themed drinks like the smoky-flavored “Old Town” the housing number of the building with the crisp “One One Four”. A respectable selection of craft beers on tap rounds out the menu.","Perched on the seventh floor, this bar offers stunning 270-degree views of the city. The menu features area-themed cocktails like the smoky 'Old Town' and a solid selection of craft beers on tap. A laid-back vibe makes it perfect for enjoying drinks while soaking in the scenery.","bar,craft beer,city views",13.739951999999999,100.517821,"114 Trok Salak Hin, Khwaeng Rong Muang, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",,,,,bk_magazine,https://bk.asia-city.com/nightlife/article/bangkoks-best-rooftop-bars#Finalist:_Com’On_Bar,summarized,,2025-09-08T05:59:22.365930,,
313,ThreeSixty Rooftop Bar,Rooftop,"Head up to Bangkok’s sky-high Peruvian-Japanese rooftop restaurant and bar in Bangkok for panoramic sunset views, zesty pisco sours, and innovative fusion cocktails. They provide Nikkei food, a combination of Peruvian and Japanese cuisine, so be sure to try the ceviche sampling plate, tacos, or the South American grilled platter. The rooftop's sleek and fashionable design draws inspiration from Central Park in New York City, and the space is outfitted with artificial grass, wooden structure trees, neon blue and pink lights, a maze, and, to top it all off, a bathroom with a view of the Bangkok cityscape.","A stylish rooftop bar offers stunning sunset views over Bangkok while serving creative Peruvian-Japanese fusion cocktails and dishes. Signature drinks include zesty pisco sours, complemented by a ceviche sampling plate and grilled platters. The space features artificial grass and vibrant neon lights, adding to its chic ambiance.","rooftop,bar,fusion cuisine,cocktails",13.7288002,100.5113133,"123 Charoen Nakhon Rd, Khwaeng Khlong Ton Sai, Khet Khlong San, Krung Thep Maha Nakhon 10600, Thailand",,,,,bk_magazine,https://bk.asia-city.com/nightlife/article/bangkoks-best-rooftop-bars#ThreeSixty_Rooftop_Bar,summarized,,2025-09-07T08:43:07,,
314,Penthouse Bar + Grill,Bar,"ThreeSixty Rooftop BarPhoto: ThreeSixty Rooftop Bar / FacebookPerched on the 32nd floor of the Millennium Hilton, ThreeSixty Rooftop Bar lives up to its name with sweeping 360-degree views over the Chao Phraya River that are hard to match. Whether you're lounging near the helipad or tucked into one of the sofas under the stars, it’ll be hard to match the vibes here on this side of the river. The sunset scene pairs well with a French 75—a crisp mix of gin, lemon, and sparkling wine—or the Grand Cosmopolitan, made with Absolut Elyx and Grand Marnier for a smooth, citrus-forward sip. The classic cocktail list covers all the bases, and a solid Champagne selection will help you turn up the celebration when needed. DJs, garden accents, and a cool-as-hell helipad help to take this rooftop spot over the edge. ThreeSixty Rooftop Bar,  Millennium Hilton Bangkok, 123 Charoen Nakhon Rd, .  daily 5pm-1am.","Perched high above the city, this rooftop bar offers stunning views of the Chao Phraya River. Specialty cocktails like the French 75 and Grand Cosmopolitan complement a vibrant ambiance featuring DJs and lush garden accents. Perfect for sunset gatherings or late-night celebrations, it’s a stylish escape in Bangkok.","bar,rooftop,cocktails,live music",13.743898000000002,100.54706,"34th - 36th Floor, Park Hyatt Bangkok, 88 ถ. วิทยุ แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330, Thailand",,,,,bk_magazine,https://bk.asia-city.com/nightlife/article/bangkoks-best-rooftop-bars#Penthouse_Bar_+_Grill,summarized,,2025-09-08T05:59:29.657164,,
315,Com’On Bar,Bar,"One of the youngest entries to crack this list in years, opening in just 2023, Com’On Bar’s location just on the outskirts of the city’s old town keeps it far away from the gleaming high rises of the business districts, allowing its perch on the seventh floor to offer 270-degree views of the surrounding area, which the bar team gives nods too through their area-themed drinks like the smoky-flavored “Old Town” the housing number of the building with the crisp “One One Four”. A respectable selection of craft beers on tap rounds out the menu.","A rooftop bar with stunning 270-degree views, this spot boasts area-themed cocktails like the smoky 'Old Town'. Craft beer lovers will appreciate the solid selection on tap. Perfect for unwinding after a day of exploring the old town's charm.","bar,craft beer,cocktails,rooftop",13.739951999999999,100.517821,"114 Trok Salak Hin, Khwaeng Rong Muang, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",,,,,bk_magazine,https://bk.asia-city.com/nightlife/article/bangkoks-best-rooftop-bars#Com’On_Bar,summarized,,2025-09-08T05:59:34.514697,,
316,Above Eleven,Rooftop,"Head up to Bangkok’s sky-high Peruvian-Japanese rooftop restaurant and bar in Bangkok for panoramic sunset views, zesty pisco sours, and innovative fusion cocktails. They provide Nikkei food, a combination of Peruvian and Japanese cuisine, so be sure to try the ceviche sampling plate, tacos, or the South American grilled platter. The rooftop's sleek and fashionable design draws inspiration from Central Park in New York City, and the space is outfitted with artificial grass, wooden structure trees, neon blue and pink lights, a maze, and, to top it all off, a bathroom with a view of the Bangkok cityscape.","A stylish Peruvian-Japanese rooftop restaurant offers stunning sunset views alongside innovative fusion cocktails. Specialties include ceviche and grilled South American dishes, all set in a chic environment inspired by Central Park. With its vibrant lighting and unique design elements, the space creates a memorable atmosphere for dining and socializing.","rooftop,bar,Nikkei cuisine,fusion cocktails",13.7456558,100.5567655,"Fraser Suites, 38/8 Sukhumvit Rd, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",PRICE_LEVEL_EXPENSIVE,,,,bk_magazine,https://bk.asia-city.com/nightlife/article/bangkoks-best-rooftop-bars#Above_Eleven,summarized,,2025-09-08T05:59:40.105453,,
317,Anju Korean Rooftop Bar,Bar,"Anju Korean Rooftop Bar is Bangkok's first and tallest Korean rooftop bar. Located on the 31st floor of the Sindhorn Midtown Hotel Bangkok, this spot offers panoramic views of Bangkok's cityscape. The bar plays true K-pop music for  K-pop fans, and the menu includes Korean comfort foods such as cheese tteobokki, shrimp ramyun, sizzling hot stir-fried baby octopus, and fried chicken. Drinks include distinctive cocktails made with Korean spirits and infusions of savory ingredients. “Anju” means “food eaten with alcohol,"" and it doesn't disappoint.","A vibrant rooftop bar perched on the 31st floor, offering stunning views of Bangkok. Korean comfort food like tteobokki and unique cocktails made with local spirits create a lively atmosphere perfect for K-pop fans. Late-night vibes are enhanced by the energetic playlist and cozy setting.","cocktails,nightlife,rooftop",13.7414691,100.5428744,"68 Soi Langsuan, Khwaeng Lumphini, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",,,,,bk_magazine,https://bk.asia-city.com/nightlife/article/bangkoks-best-rooftop-bars#Anju_Korean_Rooftop_Bar,summarized,,2025-09-08T05:59:46.983983,,
318,Seen Restaurant and Bar,Bar,"Nobu Bangkok was one of the most highly anticipated openings of 2024, commanding a large media junket and acting as the main promotional vehicle for the larger EA Rooftop launch at the top of Empire Tower. While the restaurant takes up most of the limelight, the open-air rooftop bar area has quietly stolen the show, and our panelists agreed. Completely booked nearly every night, what the bar area lacks in raw mixologist firepower it more than makes up for with some of the most insane 360-degree views you find in the city.","A vibrant rooftop bar offers stunning 360-degree views of the city, making it a sought-after spot for nightlife. Specialty cocktails complement the lively atmosphere, drawing in guests nearly every night. Perfect for unwinding after a long day, the setting enhances the overall experience.","cocktails,nightlife,creative drinks",13.7051152,100.491159,"AVANI Riverside Bangkok 257/1-3 Charoen Nakhon Rd, Khwaeng Samre, Khet Thon Buri, Krung Thep Maha Nakhon 10600, Thailand",PRICE_LEVEL_EXPENSIVE,,,,bk_magazine,https://bk.asia-city.com/nightlife/article/bangkoks-best-rooftop-bars#Seen_Restaurant_and_Bar,summarized,,2025-09-08T05:59:53.753633,,
319,ABar Rooftop,Bar,"Bar.Yard should be no stranger to folks who know Bangkok’s nightlife scene or fans of rooftop bars. This is the third year in a row the venue has earned the top spot from the BAD Awards voting panel in the rooftop bar category, and that’s largely because the venue keeps refining its best-in-class formula. This year, it launched an all-new line-up of weekly parties called “Nights at the Yard”, creating a good mixture of vibes and energy levels here with everything from ladies nights to more off-the-cuff parties and cosmopolitan dance-offs. Combine that with the already good food and drink and you have a home run yet again.","A vibrant rooftop bar in Bangkok, this venue offers a mix of lively weekly parties and laid-back evenings. Specialty cocktails pair well with a creative menu, making it a great spot for both socializing and relaxing. The atmosphere is enhanced by stunning views and an energetic crowd.","cocktails,nightlife,creative drinks",13.7302565,100.5654409,"199 Sukhumvit Soi 22, Klongton, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",,,,,bk_magazine,https://bk.asia-city.com/nightlife/article/bangkoks-best-rooftop-bars#ABar_Rooftop,summarized,,2025-09-08T05:59:59.593044,,
320,Aesop’s,Bar,"Relocating to their plush and extremely well-designed space in Thonglor, the plate-smashing Greek food specialists at Aesop’s took special brand of partying to the rooftop late in 2023. The newer location promises a view over Benjakitti park on the 25th floor rooftop, with interior design taking a cue from Athens. Pop around to check out the high ceilings, marble accents, Greek-style columns, and statues throughout.","A vibrant rooftop bar showcases Greek cuisine with a stylish twist, offering stunning views of Benjakitti Park. High ceilings and marble accents create an inviting atmosphere, perfect for enjoying crafted cocktails. The space combines modern design with classic Greek elements, making it a unique spot to unwind.","rooftop,bar,cocktails,views",13.7329341,100.5605156,"Column Bangkok Hotel, Soi Sukhumvit 16, Khwaeng Khlong Toei, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",,,,,bk_magazine,https://bk.asia-city.com/nightlife/article/bangkoks-best-rooftop-bars#Aesop’s,summarized,,2025-09-08T06:00:06.345958,,
321,Aire Bar,Bar,"Hyatt Place enters the rooftop-bar fray with this no-frills, Benjasiri Park-view venue that’s ideal for after-work drinking. All signature cocktails are B    15, Bangkok, .  daily 3pm-1am. Bangkok Heightz","A rooftop bar with a laid-back atmosphere offers stunning views of Benjasiri Park, making it perfect for after-work relaxation. Signature cocktails provide a delightful twist, inviting guests to unwind in style. Open daily from late afternoon to early morning, the venue caters to night owls and casual drinkers alike.","bar,rooftop,cocktails",13.7279068,100.5682525,"22 5 Sukhumvit Rd, Khwaeng Khlong Tan, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",,,,,bk_magazine,https://bk.asia-city.com/nightlife/article/bangkoks-best-rooftop-bars#Aire_Bar,summarized,,2025-09-08T06:00:11.137771,,
322,AmBar,Bar,"Now known for their big bachata events every Sunday, AmBar is the place to be on Sukhumvit Soi  11.","Known for vibrant bachata events every Sunday, the bar offers a lively atmosphere on Sukhumvit Soi 11. Specialty cocktails and a diverse sports viewing experience enhance the social vibe. Perfect for those looking to unwind with friends or dance the night away.","bar,sports,cocktails",13.739393699999999,100.5587465,"Sukhumvit 15, Khwaeng Khlong Toei Nuea, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",PRICE_LEVEL_MODERATE,,,,bk_magazine,https://bk.asia-city.com/nightlife/article/bangkoks-best-rooftop-bars#AmBar,summarized,,2025-09-08T06:00:16.050840,,
323,Bangkok Heightz,Bar,"This  27, .  daily 5pm-1am. CactusYen Akat is getting livelier by the minute. Here you get to enjoy big trees and low-rise building views. The bar maintains a connection with the greenery through a glass wall, so you don't feel trapped in a boxy room like most cocktail bars. The drinks are tasty and easy to down, which goes hand-in-hand with the easy-going vibe this sports bar.  15 Yen Akat Rd., .  daily 5pm-midnight. Char","A lively bar in CactusYen Akat, it offers stunning low-rise building views and lush greenery through a glass wall. Drinks are easy to enjoy, perfectly matching the relaxed atmosphere ideal for sports fans. Open daily from 5pm, this spot invites you to unwind after a long day.","bar,cocktails,outdoor views",13.736264,100.5621587,"413 ชั้น 39, โรงแรม เดอะ คอนทิเนนท์, Sukhumvit Rd, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",,,,,bk_magazine,https://bk.asia-city.com/nightlife/article/bangkoks-best-rooftop-bars#Bangkok_Heightz,summarized,,2025-09-08T06:00:21.795225,,
