name,description
Chico Cat Café (Ekkamai 19 / Sukhumvit 53),"Chico Cat Café — кэт‑кафе и японский магазин декора в Бангкоке. Локация: Ekkamai 19 / Sukhumvit 53. Известно аккуратной подачей и вниманием к деталям сервиса. Формат — тайм‑слоты и правила этичного взаимодействия с животными; напитки и десерты заказываются отдельно. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: винтаж, книги и крафтовые сувениры, тихая атмосфера. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
Asok Pethouse Adoptable Cat Café (Sukhumvit 19),"Asok Pethouse Adoptable Cat Café — адопшн‑кэт‑кафе в Бангкоке. Локация: Sukhumvit 19 (Asok). Известно аккуратной подачей и вниманием к деталям сервиса. Формат — тайм‑слоты и правила этичного взаимодействия с животными; напитки и десерты заказываются отдельно. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: котята и взрослые кошки, консультации по опеке, добрая атмосфера. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
Ksana Matcha (One City Centre),"Ksana Matcha — матчахаус / чайная церемония в Бангкоке. Локация: One City Centre (Chit Lom / Phloen Chit). Известно аккуратной подачей и вниманием к деталям сервиса. В основе меню — матча, хоудзитя и авторские чайные напитки; внимание к качеству порошка и воде. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: премиальная матча из Удзи, архитектурный интерьер, дегустации. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
MTCH (Sukhumvit 23),"MTCH — матчабар в Бангкоке. Локация: Sukhumvit 23 / Ari. Известно аккуратной подачей и вниманием к деталям сервиса. В основе меню — матча, хоудзитя и авторские чайные напитки; внимание к качеству порошка и воде. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: воркшопы по матче, линейка латте и наборы для дома, дружелюбное комьюнити. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
CHAEN Tea Experience (Sukhumvit 57),"CHAEN Tea Experience — японская чайная / церемониал матча в Бангкоке. Локация: Sukhumvit 57 (Thonglor). Известно аккуратной подачей и вниманием к деталям сервиса. В основе меню — матча, хоудзитя и авторские чайные напитки; внимание к качеству порошка и воде. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: дегустационные сеты, ритуальная стойка, десерты и мороженое. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
Yama Matcha (Samyan / Chula),"Yama Matcha — матчабар в Бангкоке. Локация: Samyan / Chulalongkorn. Известно аккуратной подачей и вниманием к деталям сервиса. В основе меню — матча, хоудзитя и авторские чайные напитки; внимание к качеству порошка и воде. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: чистая матча, десерты и мороженое, удобен для студентов района. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
Good Chā (Samyan / Thonglor / Central Chidlom),"Good Chā — plant‑based матчабар в Бангкоке. Локация: Samyan и центральные моллы. Известно аккуратной подачей и вниманием к деталям сервиса. В основе меню — матча, хоудзитя и авторские чайные напитки; внимание к качеству порошка и воде. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: полностью растительная линейка, какао и матча без молочных продуктов. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
HOME.matcha (Rama 9),"HOME.matcha — камерный матчабар в Бангкоке. Локация: Rama 9. Известно аккуратной подачей и вниманием к деталям сервиса. В основе меню — матча, хоудзитя и авторские чайные напитки; внимание к качеству порошка и воде. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: небольшой домик, ограниченные часы работы, домашняя атмосфера. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
Samatea Cafe (Rama 2 Soi 37),"Samatea Cafe — маленькое матч‑кафе в Бангкоке. Локация: Rama 2 Soi 37. Известно аккуратной подачей и вниманием к деталям сервиса. Меню сбалансировано: есть классика, сезонные позиции и десерты. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: насыщенная матча, низкая сладость, спокойный темп. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
Hidden Leaf Matcha (Khan Na Yao / Songwat pop‑up),"Hidden Leaf Matcha — японская чайная в Бангкоке. Локация: Khan Na Yao / поп‑ап на Songwat. Известно аккуратной подачей и вниманием к деталям сервиса. В основе меню — матча, хоудзитя и авторские чайные напитки; внимание к качеству порошка и воде. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: мастера у стойки, чистая матча/хоудзитя, созерцательная атмосфера. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
Asiatique Ancient Tea House (Asiatique The Riverfront),"Asiatique Ancient Tea House — стильный чайный дом в Бангкоке. Локация: Asiatique The Riverfront. Известно аккуратной подачей и вниманием к деталям сервиса. В основе меню — матча, хоудзитя и авторские чайные напитки; внимание к качеству порошка и воде. Интерьер поддерживает концепцию места: от минимализма до винтажных и флористических мотивов. Отличительные черты: дим‑сам и чаи, элегантный интерьер, вечерний формат у реки. Подходит для короткой кофепаузы, встречи или неспешного визита — в зависимости от загрузки и времени суток. Команда держит стабильное качество и дружелюбный сервис; популярны заказы «to go». Информация подтверждена актуальными открытыми источниками на сентябрь 2025 года."
